Pidgin Tweets,Sentiment
"happy 59 years independence to nigeria, make una use dis one take hold body today. :",positive
: nigeria na us strongest partners for africa message for,positive
":“belle dey sweet me well-well to celebrate una national day"" queen elizabeth ii message to on nigeria",positive
"nigeria social media users dey use , ,, , to celebrate dia kontri freedom to self goment since1960. happy 59th independence federal republic of nigeria!!!",positive
"""no matter di trouble wey dey challenge our glory, make we no lose hope"" message to nigerians",positive
issa independence celebration. wetin you wish nigeria 🇳🇬 go fit step up as di kontri dey turn 59?,positive
happy independence nigeria,positive
campaign to sue nigeria police raise pass n11million in one day,positive
atiku tok poverty and oda tins wey dey worry di kontri for im independence day speech.,positive
ghana/unesco comprehensive sexual education: parents bore plan wey authorities wan introduce to kiddies,positive
shelly-ann fraser pryce na di fiirst mama to win world 100m title,positive
ginger yoursef dis morning🤗‍️‍️ three gbosas for wey don become first mama to win world 100m title during di for doha.,positive
kidnappers don free samson siasia mama,positive
crisis: palace in southern say prince neba di fight for e life afta bir attack,positive
lightening creams: goment don give new say make pipo stop to dey use am,positive
bbnaija: tacha apologise to nigerians say 'na she do hersef',positive
"minimum wage: fg say make workers civil servants wey dey collect pass n30k to get patience, warn say implantation go take time",positive
massalikul jinaan: largest for west africa don open afta almost 10 years dem carry build am,positive
cameroon separatists don set conditions for dem to bi part of di national dialogue wey president paul biya declare.,positive
p&amp;id vs nigeria: one court for uk don give nigeria federal goment go ahead to appeal one ruling wey for don make pay fine wey reach 20% of di kontri foreign reserves,positive
"to our able oga, we give tuale!!! gbosa * 3 forwards and onwards!!!",positive
cameroon goment invite 10 separatist leaders for national dialogue,positive
kwankwasiyya group deny say dem 'attack' minister of communications isa pantami for kano.,positive
president order for nigeria land border closure na blessing even farmers dey feel,positive
action against hunger say di aide worker wey is kill only go help poor pipo for north east,positive
fomer vice president biden mata na im dey bring all dis power pass pawa for america,positive
"nigeria migrant man wey use im 'church mind' sweep streets for escape n144,000 fine",positive
dis week episode of don drop and we get di original in the building! // question till mouth pain you,positive
"security analyst say 'coup plot claim be laughable, di kontri no dey anywhere close to coup'",positive
"court grant sowore bail, order dss to release am",positive
dss withdraw application to hold sowore for terrorism,positive
"boeing wan pay 737 victims dia families $144,500 (52 million naira) each.",positive
wizkid na main performer for bbc 1xtra live concert for birmingham,positive
sign language sweet pass to tok' language day,positive
el-rufai kaduna state governor don put im pikin for public school,positive
ghana goment stop ‘abochie knife’ squad wey wan overthrow president nana akufo-addo,positive
lionel messi na di best football player for di world. im beat van dijk and cristiano ronaldo to win di award. you feel say im deserve am? photo: getty images,positive
"prince harry, meghan and dia pikin archie dey visit africa for 10 days.",positive
"""i no go stop till every nigerian wey wan comot south africa return"" - allen onyema see full tori and video hia",positive
game of thrones and peter dinklage win for di fourth time,positive
di reds win 2-1 for stamford bridge,positive
"""when i see yoruba, igbo and hausa dey hold hand sing di national anthem, e touch me."" air peace oga allen onyema tell bbc why im volunteer to return nigerians from south africa wey dey run from xenophobia.",positive
abuja crime: nigeria capital dey among di safest city for di world'?,positive
city do strong tin as guardiola boys score eight times for house.,positive
"ogun state government declare free education, scrap n3,700 pta fee",positive
antonio conceicao: na di new coach of indomitable lions,positive
nigeria army shut down action against hunger say dem dey help militants for di north east.,positive
"buhari go address 74th unga, follow bill gates do meeting for new york",positive
rapper j hus say 'black magic' (juju) help am well-well for life,positive
house of representatives of nigeria want national honour for air peace chairman allen onyema,positive
goment rescue di python as pipo enta forest to worship am,positive
cristiano ronaldo say 'i wan win more ballon d'or awards pass lionel messi',positive
"ronaldo or messi? dis two football legends get 5 - 5 ballon d'or awards but one of dem want more, like 3 more.",positive
wat a wawu moment!!! 10-year-old kid chef get her dream to cook for her music icon for di singer song premiere for 🤯🤯🤯,positive
abdul titi kone from ivory coast don become winner of di 2019 african freestyle football championship wey happun for lagos. nigeria evelyn okafor beat hadhar mohammed of tanzania for di finals to win di female category,positive
takoradi girls: family ask police to release skeleton remains for independent dna analysis,positive
economic advisory council: buhari team make sense but make dem torchlight jobs,positive
trump meet man from kenya wey win 2019 world best teacher,positive
brazil confam friendly wit nigeria and senegal for october,positive
america dey support intellectual property rights for nigeria,positive
"dis magician from nigeria wan become di best for di world. 19-year-old magician, dey make pipo say wawu wit dia kain magic tins wey im dey do for di streets of lagos.",positive
"chukwuma soludo, bismark rewane dey president buhari new economic advisory council",positive
: south africa president ramaphosa don apologise to nigeria president buhari,positive
ivory coast titi kone don win best africa freestyle footballer 2019,positive
"thank you, see di correction",positive
chimamanda ngozi adichie get 84 reasons why you no fit ignore her,positive
"nysc ""never ever"" post anybody go any religious organisation and dem ""no intend to compromise on dis very sensitive posting policy"".",positive
tell us your favorite from collection of chimamanda books. di writer chimamanda ngozi adichie clock 41 today. :,positive
": ramaphosa special messengers go visit buhari, odas",positive
"una remember dat fbi yahoo-yahoo investigate wey dem name plenti nigerians inside plus valentine and chukwudi christongunus igbokwe, dis na how dem take catch dem.",positive
us baby born on 9/11 by 9:11pm get weight of 9 pounds 11 ounces.,positive
"o boy! see skill!!! meet 11-year-old football freestyling superstar, chinonso eche wey dey hope to be a super eagles one day... 🇳🇬 : l",positive
"how vat increase go take affect you? since two days now, na so so vat tok full evriwia afta nigeria goment announce say e fit go up reach 7.2% next year. you sabi wetin mean?",positive
see ️️️️️️️️️️️ love nwantiti &amp; she say yes! davido: chioma don grab afta six years dating,positive
. &amp; chioma don engage. check out di ring wey davido arrange ontop di mata.,positive
home sweet home for 188 nigerians wey land lagos last night afta dem decide leave south africa sake of attacks on foreigners.,positive
di first set of pipo wey govment help to come back from south africa don land for lagos nigeria wit plenty jollyment and govment pipo bin show to welcome dem back,positive
"errr, dis week edition of just dey show here as per say you dey follow but... ayoola ayolola in di building wit dis small one to hold bodi",positive
french company go pay compensation afta worker die as e dey knack for business trip,positive
nigeria returnees from south africa don begin board plane,positive
biya speech to cameroon: un say make dialogue for anglophone crisis include all man,positive
uk ministers change 2012 visa rules to allow foreigners wit student visa to stay back get job afta graduation,positive
how to tok to pesin wey dey reason suicide,positive
"janet adu dey challenge stereotype as per say be truck driver for 🇬🇭. adu tok say even her mama no bin support her wen she first start but for own side she say ""e dey make me a star"". read her full tori:",positive
you sabi write pidgin? don extend di date for dis year's essay competition. no waste time!!! fire your en…,positive
"fbi and efcc joint nigeria operation recover $169k, n92m, arrest 167 'yahoo boys'",positive
: president say im don make arrangements for all nigerians inside south africa wey dey willing to return home to comot immediately.,positive
women match fit happen before di main anthony joshua v andy ruiz own.,positive
nigeria d'tigers beat china to qualify for olympics basketball,positive
2019 venice film festival see africans collect ogbonge awards,positive
gbajabiamila promise support for victims wey wan carry s.africans attackers go court ontop mata,positive
pornhub dey 'profit from revenge porn',positive
bianca andreescu beat serena williams to win us open title,positive
samuel eto'o di ogbonge cameroon footballer don retire afta 22 years,positive
us open 2019: nadal don win im 19th grand slam title,positive
award-winning actor and producer dey direct di stage adaptation of ‘the wives’ by professor ahmed yerima. she tok on di importance of women to get strong characters and why di industry need more women for lead roles.,positive
73 years old woman born twins afta 57 years inside marriage,positive
"robert mugabe: buhari, mnangagwa lungu pay tribute to di former zimbabwe leader",positive
cameroon bonakanda radio presenter don free from ‘separatists’ dia hand,positive
nicki minaj say she don retire from music,positive
president buhari special messenger don land south africa ontop di mata,positive
mixed martial arts na very fun sport' check di tori of people wey dey enjoy fighting sports,positive
air peace volunteer to carry nigerians wey wan comot south africa for free,positive
"for di first time eva umaru abdul muttallab, businessman, banker and papa of umar farouk abdulmutallab, di underwear bomber wey dem sentence to life imprisonment for us onto say im try to bomb american airline share how di family dey cope. na arrange am for di bbc",positive
ghana create ‘emergency call centre’ give citizens for south africa,positive
woman born 117 days afta doctors declare her brain dead,positive
bayelsa pdp primaries: douye diri don win governorship ticket for di state,positive
hong kong leader go withdraw bill wey cause gree-die protests,positive
"watch melanin goddess beverly naya take over for - question till mouth pain you!!! forget weda you dey hear her speak spri-spri for television, na 'omo naija' but di pidgin ehn",positive
"""africa dey ready for female political leadership?""",positive
world number 78 beat federer for us open 2019 quarterfinals,positive
no attack south africa business for nigeria - goment tell kontri pipo,positive
senator douye diri don win pdp governorship ticket for bayelsa state,positive
american woman don become queen for ghana,positive
inyenge essien be five years old wen she start to learn how to play golf. she be di first woman for nigeria to win di under 18 tournament for africa,positive
"inec don start distribution for bayelsa and kogi state dem ""distribution of pvc na from 2 to 30 september 2019"" - inec",positive
"as e dey hot, na dis morning by 11:00am we sef go chook mouth ontop dis mata, plus you wey di mata dey vex, join us for facebook make we yan.",positive
"you sabi write pidgin? don extend di date for dis year's essay competition. no waste time!!! fire your entry before friday, september 13, 2019. full gist dey here:",positive
"""leah sharibu still dey alive"" - garba shehu",positive
blades pocket point afta late zouma own goal,positive
see fotos of thousands wey pay tribute to di late dj arafat for abidjan concert,positive
"‘all togeda pesin don offer me $1 million for all di cars, but i reject am’. sidiku buari jr, owner of vintage etics one of di largest collections for ghana 🇬🇭 &amp; west africa tok to about im passion.",positive
dem 'detain' politician goats for ethiopia,positive
blast from di past! we carry waka enta to see vintage etics car collection - di cars wey dis couple don collect no be here!,positive
efcc arrest one of di yahoo-yahoo suspect wey dey america fbi list.,positive
ghana traffic police go start wear bullet proof vest den carry guns after deadly attacks on dema officers,positive
former prisoner alice johnson go model kim kardashian west underwear,positive
"you fit write pidgin? don extend di date for dis year's essay competition to now close for friday, september 13, 2019",positive
". don extend di date for dis year's essay competition. no waste time!!! fire your entry before friday, september 13, 2019. full gist dey here:",positive
"yes o, for real",positive
we dey trowey salute to uns dis o,positive
falconets beat cameroon to win gold,positive
"nigeria police ig say helicopters go begin patrol states, say make pipo no fear",positive
police for kano gbab man wey kill im friend over n40,positive
court free goodluck jonathan former adviser and one banker from n1.6bn fraud,positive
"anoda level di current world number 1 fise montpellier - bmx street champion share some freestyle. abeg oooo, make una no try am for house o.",positive
buhari deny nigerians wey dey do mago-mago for abroad,positive
efcc go collabo wit us authorities to torchlight nigerian yahoo-yahoo :,positive
alex iwobi score im first goal for everton,positive
twale to una dis,positive
. na di latest guest on bbc pidgin and naija jollof don collect anoda gbas gbos,positive
abu law students dem kidnap for kaduna-abuja road don regain freedom - police,positive
we 'close' seme border to fight smuggling - buhari,positive
nigeria don reduce visa fee for americans,positive
see extra selense foto from - di biggest street art festival for west africa.,positive
una good morning dis,positive
"efcc, fbi join recover $314,000 and n373m from yahoo yahoo pipo.",positive
yahoo-yahoo: efcc arrest 33 pipo on top internet mago-mago for imo state,positive
yesterday don pass but we still dey celebrate and all di women evriwia.,positive
tola amero enter dis world only to discover say im parents dey deaf. check how tola take grow up wit im deaf parents and how him take dey communicate wit dem. . tola no gree make wetin society think or affect im life and dat of im deaf parents.,positive
"stefflon don and burna boy, wetin dey pa?",positive
amazon fires: g7 kontries release $22m to fight amazon fires,positive
"kaduna state go pay n30,000 minimum wage from september",positive
kenya don ert dia first crude oil,positive
slave trade: glasgow university wan pay back donation moni,positive
street art festival 2019: top pictures from accra event,positive
police say officers wey kill two suspects for viral video for lagos go hear am if dem dey guilty.,positive
indomitable lioness ajara nchout say puskas nomination na her career highlight,positive
lt-gen burhan don enta as sovereign council chief for sudan,positive
"ok, ok, fans abeg tell us di name of una food wey give hunchback sake of e sweetness... naija pipo, wia una jollof rice. for di full episode of dis week :",positive
una too much. thanks a bunch say you join bbc pidgin live coverage of di ministerial swearing-in.,positive
di ministers wey presido buhari don announce now now!,positive
"buhari, akpabio, fashola and oda ministers wey collect 'big' position",positive
"as e be so don introduce two new portfolio. dem be: 1) special duties 2) humanitarian affairs, disaster management and social development",positive
finally finally don announce di ministers portfolios.,positive
jidenna tweet say im dey find wife make social media hala,positive
"who be seun faokorede, di 27-year-old oyo state commissioner nominee?",positive
police don re-arrest kidnap kingpin wadume wey escape during di killings of di police officers for taraba state.,positive
"meet dahiru dila, zamfara indigene for kano wey dey epp pipo wey dey run from katakata from di state.",positive
african games 2019 don begin as super falconets beat,positive
nigeria d'tigress beat senegal to claim afrobasket 2019 champions,positive
ndidi steal show from lampard first match for stamford bridge,positive
cameroon music association go meet for helep musicians wey deh di sick,positive
kanu nwankwo na new ssa for sports,positive
"liverpool vs chelsea, back to back defeat, but hope still dey for di blues",positive
la liga don di train cameroon league football skills,positive
chelsea defender omeruo say belle sweet am as im dey go leganes,positive
president buhari tok sorry to families of victims wey die for dis year hajj.,positive
ebola disease fit soon dey 'preventable and treatable',positive
nigeria president muhammadu buhari eid-el-kabir message,positive
cross river rec dr frankland briyai bin declare to run for bayelsa govnorship election inside inec compound,positive
game of thrones creator don collabo wit netflix to do new shows,positive
lukaku don port from for a club record fee.,positive
eid-el-kabir: osun state dey give free train ride for sallah jolly jolly,positive
as e dey hot: busola dakolo tok say she neva sign any paper wey force her to drop her rape case against pastor fatoyinbo. she tok dis one for exclusive wit,positive
"monday, tuesday na public holiday for nigeria",positive
next level for di new ministers,positive
toni morrison na di first african american woman to ever win di nobel prize for literature.,positive
we dey go di baby!!!,positive
medical research: fit delay menopause for 20 years,positive
scientists don develop artificial 'tongue' to identify fake 'hot drink' -,positive
"i am excited, the documentary, sweet, sweet codeine has just landed me my first international emmy awards nomination/m…",positive
wawu!,positive
"from egyptian revolution, arab spring to occupy nigeria, nigerians need to sabi wetin resemble.",positive
man utd sign defender maguire from leicester hand for £80m,positive
as e dey happen: court don grant el zakzaky bail to go for medical treatment. more tori dey come.,positive
": america ask , separatists to make peace, investigate who kill charles wesco",positive
"to mark world breastfeeding week, some advocates dey call for special banks to preserve milk for pikin.",positive
na two years ago america officially name hamza bin laden terrorist afta sabi pipo predict say e go take ova from im papa.,positive
"nigeria corruption police don jail 15 oil tiffs, two collect two years self-contain inside prison.",positive
happy new month yard pipo! you fit write pidgin? apply here na for september 2019 bbc pidgin go announce winner.,positive
"fg go use drones, cctv to pursue criminals for southwest",positive
"you fit guess wetin be worst pick-up line? get di ansa! watch am here: well, make we just tell una wey dey trip, you gats step up well well",positive
mane and salah dey shortlist for best fifa men’s player 2019 award,positive
kemi badenoch: meet di only nigerian wey boris johnson make bristish goment minister,positive
meet di new big brother housemates venita and elozonam,positive
police drop neymar rape case because of no evidence,positive
yay congratulation. you don get you 15 minutes of fame.,positive
"chimamanda adichie, adut akech and di oda african women wey shine for september edition of di british vogue magazine",positive
"fashola ansa qweshion left, right and centre from senators during ministerial screening",positive
senegal midfielder idrissa gueye go do medical with paris st-germain,positive
in today's episode of wetin we see for internet. di characteristics of by ebuka all di way from,positive
"uk police go pay nigerian street preacher oluwole ilesanmi £2,500 for wrongful arrest",positive
nigerians in diaspora commission oga don petition south africa police for maltreating former big brother africa star,positive
cbn say dem no ban importation of milk inside nigeria,positive
"operation sting: army vow to sweep rivers within hours, police promise sanity within one month",positive
"""data don become di asset wey get value pass for world, pass oil"" read dis tori, e show how social media be:",positive
"""you no fit call wetin dey give me money woman work"" - designer, edwin okolo",positive
burna boy african giant album dey totori pipo,positive
"""i believe say my daughter dey alive""- leah sharibu papa",positive
"doctors for india comot jewelleries, coins from woman belle",positive
"air force officer wey return €37,000 collect double promotion",positive
"it's official - is running in the 2021 presidential elections in uganda, challenging president w…",positive
dis your idea dey bust brain o. na somtin we go look into.,positive
"boris johnson: buhari, akufo-addo, mnangagwa hail new prime minister of britain",positive
google maps don launch naija voice for dia app inside nigeria,positive
di senators dey sing praise ontop senator mamora head for di kain work wey im don do for,positive
hot gist: don swear ibrahim muhammad as chief justice of nigeria read am here:,positive
. don dey remind di session say dem don gree say na di senate majority leader plus minority leader go tok on behalf of wen pesin wey be part of di national assembly show for di screening.,positive
as tok make take a bow na so no gree. danjuma goje from gombe state raise a point of order against decision make dem not screen amaechi.,positive
tok say e don follow waka round di kontri to first camapign before buhari finally win.,positive
tok say im don serve one time as di chairman of - tertiary education trust fund and say im cv only carry im academic qualification.,positive
honorable bin dey part of from 1999 to 2003 and e currently dey serve.,positive
. dey tok say di dey hope and eect say di ministers especially di ones wey don work for di national assembly go work wella sotay nigerians go dey impressed.,positive
". tok say im go continue to deliver uncommon services to pipo. and say im dey do tins wit love, sake of say you gats love your pipo.",positive
. tok say: “na di tradition of di legislature to give privilege to members and former members and e must continue.”,positive
"afta different senators tok some of di accolades of dem say make e ""take a bow"".",positive
boris johnson na uk next prime minister,positive
"las las, una go dey alright",positive
ronaldo no go face charges ontop alleged rape,positive
ghana parliament pass vigilantism bill today,positive
nigeria don sign agreement wit germany to help solve light problem,positive
google doodle: 5 tins to sabi about buchi emecheta,positive
all glory to god,positive
afcon 2019: nigeria striker ighalo retire from national team,positive
we be di champions algeria 🇩🇿 don win :,positive
dem clip nigeria wings. dem crush senegal hope. all hail algeria!,positive
we know say e dey sweet una for bodi to watch action film inside cinema but wat of local film? hear wetin nigeria actress tok for di mata,positive
no pressure! meet alioum sidi di cameroonian referee weh e go blow whistle for senegal-algeria match.,positive
evribodi dey claim say dem sabi ball pass for dia kontri. try dis we abracadabra tool to see oda tins wey your kontri dey cari first.,positive
algeria v senegal afcon final wey dey ginger pipo,positive
"you too much!: don retire from international football for naija 🇳🇬 wit 88 caps, wetin una wan tell john mikel obi? : instagram/john mikel obi",positive
america honour nigeria imam wey save christians from killer 'herdsmen',positive
"lion king the gift: ghanaian prophet predict beyonce, shatta wale feature last year",positive
john mikel obi don retire from national team,positive
today na and as we dey jolly we say make we take time to remember di ogbonge african leader nelson rolihlahla mandela,positive
nigeria vs tunisia ighalo goal give super eagles third place victory,positive
ebola virus: nigeria reply to who declaration as international emergency,positive
"at all at all, na im bad pass. nigeria 🇳🇬 cari 🥉for and... = golden boot 🥾 5 games 5 goals 2 assists top scorer for : caf_online/instagram",positive
tanks o. we just see am,positive
lion king the gift: yemi alade tok about her feature for beyoncé album and future of african music,positive
"match time go soon reach. supporters club, oya o.",positive
see kasala! dis one no be ‘from russia wit love’,positive
proof say idol be like us! raise your hand if conductor don join you wit pesin ontop change mata 🤦‍️ for di full gist check out today latest episode of :,positive
senate confam tanko muhammad as di chief justice of nigeria,positive
"sudan military, civilians don sign power sharing deal to end katakata",positive
kano police wan reduce husband and wife fight-fight,positive
nigerian senate call for national summit over insecurity,positive
"faceapp challenge: tonto dike, ali baba, jonas brothers, ludacris, oda celeb dey post old age look",positive
afcon 2019: madagascar president knight di team sake of dia performance,positive
"which pidgin sweet pass for africa? from cameroon to ghana to equitorial guinea, nigeria &amp; sierra leone speakers say pidgin language go soon grow pass other languages for africa.",positive
"seyi makinde di govnor of oyo state asset declaration don show, how you see dis mata? di details show di current value of makinde companies na n48,150,736,889 as at may 28.",positive
south africa jacob zuma say im no be 'king of corrupt pipo',positive
"yaounde na di capital of cameroon 🇨🇲 , dem like puff-puff, dem like ndole plus dia roundabouts get funny names. if you sef know, drop am for comments section ⤵️ 🇨🇲 more gist:",positive
sharp guy,positive
volleyball championship: cameroon beat kenya for komot champions,positive
novak djokovic beat roger federer to win back to back wimbledon title,positive
fg go put soldiers for highway-osinbajo,positive
simona halep beat serena williams to win wimbledon title,positive
rivers: police for rivers state don get new plan to end kidnap for east-west road,positive
super eagles abi desert lions make di best ‘animal’ win,positive
davido: 'blow my mind' di collabo wit chris brown wey pipo no eect,positive
ministerial list: president muhammadu buhari say im no go allow anybody to pressure am to release any list,positive
"see how ghanaian identical twins, dey use every day push dema music career 🇬🇭🇬🇭🇬🇭 chale read gist hia:",positive
buhari give nigerian company exclusive right to print e-passport,positive
president don tok say from now on na only nigerian security printing &amp; minting company (nspmc) go dey produce and personalise all e-passports dem -,positive
security operatives carry nam1 go police hq after he arrive ghana today,positive
suicide: nafdac don give deadline to remove 'killer' insecticide from nigeria markets,positive
south africa dash visa-free status to ghana pipo,positive
muhammad tanko: national judicial council okay president buhari to confam justice tanko as chief justice of nigeria,positive
nigeria hammer south africa 2-1 to qualify for di african cup of nations 2019 semi finals.,positive
super eagles don qualify for afcon 2019 semi finals,positive
history of africa: nine cameroon lamidos appoint 123 women for work as decision makers for traditional authorities,positive
tanzania president tell women to 'free dia ovaries' and born more pikin to boost economy',positive
"nigeria v south africa today, football fans dey yab each oda",positive
"why pidgin language dey grow fast-fast? oyibo dem dey study di language and dey plan beta future for am sake of say dem believe say soon, di language go grow pass oda languages for africa. see di full tori hia",positive
burna boy na apple music up next artist,positive
she try wella,positive
instagram introduce new feature to stop cyber bullying,positive
done,positive
oxfam inequality index: how west africa goments dey encourage poverty gap - new report,positive
"puff-puff and jazz (beans) beignets-haricots, bh, na beta chop for cameroon 🇨🇲. tell we wusai you di ‘chop yah moo’ your own puff-puff and beans 🤤",positive
nigerian writer lesley nneka arimah win 2019 caine prize for african writing,positive
nigerian army rescue 13 farmers from kidnappers hand,positive
wetin go be your best memories of john mikel obi afta im hang boot?,positive
rachel ola tell bbc pidgin wetin make her go into surfing and all di beta-beta change surfing don bring for her life.,positive
police don carry senator elisha abbo go court,positive
mele kyari officially take over as nnpc group managing director,positive
kano police arrest man wey dress like woman sneak enta female hostel,positive
usa women retain dia world cup title,positive
tins nigeria must fix to enjoy africa continental free trade agreement,positive
how de ghanaian 'kente' cloth come turn iconic symbol of black race? check di full tori and video hia,positive
nigeria don sign di african trade agreement.,positive
nigeria 3-2 cameroon: super eagles don qualify for afcon quarter finals,positive
"president muhammadu buhari don re-appoint boss mustapha, abba kyari",positive
"ekpang nkukwo na very important food for di efik pipo of cross river state, south-south nigeria. check di full tori hia",positive
"ghana police arrest efl leader, ernesto yeboah, sake of he disrupt parliament plus campaign",positive
sudan crisis: military and opposition don agree to share power,positive
osun state supreme court judgement: pdp ademola adeleke say im wish govnor oyetola well,positive
supreme court confam apc oyetola as di govnor of osun state,positive
crisis for southern cameroons no fit spoil we friendship - nigeria tell cameroon,positive
why i wan become di govnor of kogi state - dino melaye,positive
google maps wan begin use nigerian accent?,positive
romeo and juliet don land for pidgin,positive
don confam di former midfielder frank lampard as manager,positive
senator elisha abbo don beg nigerians for forgiveness,positive
“we de work to get tins back to normal sharp sharp” – tok tok pesin for facebook tell bbc more tori dey come.,positive
"pdp condemn senator elisha abbo, atiku abubakar want apology",positive
nigeria police don begin investigate assault case wey concern elisha abbo,positive
coza: we no go cover pastor wey take advantage of im members - pfn,positive
zainab aliyu case: i no go allow pressure - judge,positive
leg fat 'beta pass belle own' for women,positive
"kalu, abaribe, aduda, abdullahi go lead wit senate president ahmed lawal",positive
pawpaw meme from nollywood dey burst pipo brain,positive
buhari adc father-in-law don regain im freedom,positive
mosquitoes wey go epp scientists gada info fight malaria don land burkina faso,positive
bayelsa gofment declare three days fasting and prayer to decide next govnor,positive
ecowas: niger president na new chairman for one year,positive
ecowas summit: we no go stop to dey protect our pipo - buhari,positive
"‘i dey fear make i wake up see say dis disease don go anoda direction’ for , make una meet elizabeth. she get and done write book on how she dey manage hersef. read elizabeth tori here",positive
"plenti families dey ""wait for line"" to adopt pikin wey police find inside 'plastic bag'",positive
coza: 'i never rape anybody for my life' - pastor fatoyinbo,positive
komkom pipeline elosion: rescuer say 'i comot 43 deadibody from di swamp',positive
"egypt recall warda ban afta salah, odas give support for di striker",positive
afcon 2019: di big names wey dey play for day eight of di tournament,positive
naira marley new song 'soapy' dey make pipo tok,positive
the shine be gh🇬🇭,positive
"spoiler alert: our interview na fyah!!! 🇬🇭 🇬🇭 🇬🇭 chale no carry last, chek'am here: / /",positive
afcon 2019: indomitable lions of cameroon wipe guinea-bissau for afcon opener,positive
nigeria police ig don send trained-dogs to secure railways stations,positive
anglophone crisis: rights group say make separatist fighters stop for abuse civilians,positive
nigeria immigration service say dem dey deliver passport to applicants dormot,positive
cbn governor: godwin emefiele release five years plan to reduce inflation for nigeria,positive
ego beta. i like dat word,positive
in oda news make we remind una of di quote wey mama burna drop for di - “make evri black pesin rememba say dem be africans before dem become anybodi”. - best international act,positive
ethiopia 'coup ringleader' don die,positive
bet awards 2019: burna boy win best international act,positive
women's world cup: england knockout cameroon for france 2019,positive
nicki minaj and kenneth petty don redi to marry,positive
burundi nearly do super eagles strong thing but ighalo say tufiakwa,positive
"""una gats carry dat trophy for di good of our kontri"" - president buhari to super eagles",positive
our saturday mood: relax wit yoga 🧘 🧘 🧘 evribodi: how na? bbc pidgin: oya hear from popular naija actress x presenter + yoga trainer on yoga fit epp evribodi coole bodi. no tok say i do anytin for una,positive
trump 'approve iran military strikes but do u-turn' last minute,positive
"super eagles fit win di cup again – joseph yobo as african cup of nations go begin for egypt on friday, former captain joseph yobo siddon yan wit bbc pidgin about im kontri chances.",positive
afcon 2019: meet di 'animals' wey dey compete african cup of nations for egypt,positive
"fernando torres don announce end to im football career, afta 18 years. world cup, champions league, europa league, fa cup winner. ����",positive
"nigeria super falcons no kick ball on thursday, but dem don qualify for di next round of di women world cup for france.",positive
"our kween! we celebrate wit you o. abeg, forward my jollof rice x small chops.",positive
mele kyari: who be nigeria new nnpc oga?,positive
fifa fatma samoura go join caf run african football from august,positive
president muhammadu buhari don appoint mele kyari as new nnpc group managing director,positive
commonwealth travel warning: nigeria dey safe - police reply uk goment,positive
wetin you feel go ginger pipo to donate blood free of charge?,positive
introducing dj j-tizzle!!! temi ote$ [ ] don start di debate of which pidgin beta pass on top 'question till mouth pain you'. ghana pidgin = sexy naija pigin = ???? *drops mic *,positive
ebola no dey nigeria - fg,positive
*claps hands*,positive
sickle cell pipo no go die now now now - hilda,positive
"donald trump officially launch im 2020 re-election campaign, see three tins you suppose know",positive
kano police don release musician dem arrest over ganduje music video,positive
e go dey update as di afcon matches start,positive
"di music of love don get new instrument for 🇬🇭 raise you hand if you play wit di wen you be pikin. to watch di full video, go here: l",positive
nigeria 0-1 france match win make pipo feel say super falcons deserve more,positive
"ghana, jamaica nationals fit visit each oda without visa from july 1",positive
ebola crisis: nigeria dey at low risk to import ebola virus now - ncdc,positive
oil bunkering: army say dem kill main suspect for ogoni,positive
harry and meghan share pishure of dia son archie on father's day,positive
maurizio sarri: juventus don appoint chelsea manager,positive
"""we go act on eu 2019 election recommendations"" - nigeria presidency",positive
data savings tips: five ways to save your mobile data,positive
2019 africa cup of nations: match schedule &amp; results,positive
"you know sey e be ghanaian dancer aka michael amofa create de viral ‘kupe’ dance challenge? global entertainer, janet jackson saf do en ‘pilolo’ den ‘kupe’ dance moves all for performances inside.",positive
from now on i wan make una call me first lady ' - aisha buhari,positive
anglophone crisis: cameroon goment send aid items to northwest and southwest,positive
boris johnson win first vote to be tory leader,positive
"muhammadu buhari, president george weah of liberia dey hold meeting",positive
"democracy day: ""e go sweet my papa if life beta for poor pipo"" - hafsat abiola",positive
nigeria 2-0 south korea: asisat oshala score as super falcons win dia first match for world cup,positive
nigeria don comot shame for africa eye for dis world cup. |,positive
june 12 democracy day: nigeria dey celebrate,positive
we dey follow hafsat abiola (pikin of mko abiola) tok ontop june 12 and di took wey president buhari do today,positive
di show dey on now! go watch oooo. plenti ontop why change democracy day to june 12,positive
"""i go make sure say nigeria work for all nigerians and i go be president for all nigerians"" - speech from eagle square abuja",positive
"""we dey make move to develop clean and sustainable source of energy as we dey ert plenty gas to oda kontris dem"" - president buhari speech from eagle square abuja",positive
"""we don dey gada database of unemployed and qualified youths dem for government and organisation to fit find pipo to employ"". - president buhari speech",positive
"""india succeed under democracy, we sef fit do am"" - speech",positive
"""we don contribute to peace keeping for kontris like liberia, sierra leone and two years ago we help gambia komot for wahala"" - president buhari speech.",positive
"""i know no any oda service dan public service"" -",positive
"nigeria goment go give 10% discount if your ship land for delta, rivers and calabar ports",positive
"ghana police release opposition ndc chairman, dem seize en electronic gadgets for further investigations",positive
breaking news: police rescue two canadian girls wey dem kidnap for ghana,positive
no tok say you no dey follow di o. choi usa 🇺🇸 knack thailand 🇹🇭 for dia opening game 13 - 0,positive
lionel messi dey top forbes list of highest paid 100 athletes,positive
"as no oda nomination follow, hon ahmed idris wase don become di deputy speaker of di house of representatives",positive
